Time,Y
1.0,10.0
1.0001,9.985521734231252
1.0002,9.971086775410045
1.0003,9.956694931674672
1.0004,9.94234601229494
1.0005,9.928039827663849
1.0006,9.913776189289324
1.0007,9.899554909786046
1.0008,9.88537580286733
1.0009,9.871238683337088
1.001,9.857143367081864
1.0010999999999999,9.843089671062927
1.0011999999999999,9.829077413308443
1.0012999999999999,9.815106412905719
1.0013999999999998,9.801176489993495
1.0014999999999998,9.787287465754327
1.0015999999999998,9.773439162407026
1.0016999999999998,9.759631403199156
1.0017999999999998,9.745864012399608
1.0018999999999998,9.732136815291227
1.0019999999999998,9.718449638163522
1.0020999999999998,9.704802308305412
1.0021999999999998,9.691194653998057
1.0022999999999997,9.677626504507742
1.0023999999999997,9.664097690078819
1.0024999999999997,9.650608041926716
1.0025999999999997,9.637157392231003
1.0026999999999997,9.623745574128515
1.0027999999999997,9.610372421706536
1.0028999999999997,9.597037769996048
1.0029999999999997,9.58374145496502
1.0030999999999997,9.570483313511776
1.0031999999999996,9.557263183458398
1.0032999999999996,9.544080903544202
1.0033999999999996,9.53093631341926
1.0034999999999996,9.517829253637982
1.0035999999999996,9.504759565652744
1.0036999999999996,9.491727091807578
1.0037999999999996,9.478731675331913
1.0038999999999996,9.465773160334372
1.0039999999999996,9.452851391796608
1.0040999999999995,9.439966215567209
1.0041999999999995,9.427117478355639
1.0042999999999995,9.414305027726243
1.0043999999999995,9.401528712092295
1.0044999999999995,9.388788380710091
1.0045999999999995,9.3760838836731
1.0046999999999995,9.363415071906164
1.0047999999999995,9.350781797159733
1.0048999999999995,9.338183912004167
1.0049999999999994,9.325621269824069
1.0050999999999994,9.313093724812674
1.0051999999999994,9.300601131966282
1.0052999999999994,9.288143347078735
1.0053999999999994,9.275720226735944
1.0054999999999994,9.26333162831045
1.0055999999999994,9.25097740995605
1.0056999999999994,9.238657430602448
1.0057999999999994,9.226371549949956
1.0058999999999994,9.214119628464239
1.0059999999999993,9.201901527371108
1.0060999999999993,9.189717108651346
1.0061999999999993,9.177566235035581
1.0062999999999993,9.165448769999204
1.0063999999999993,9.153364577757317
1.0064999999999993,9.141313523259742
1.0065999999999993,9.129295472186046
1.0066999999999993,9.117310290940624
1.0067999999999993,9.105357846647818
1.0068999999999992,9.09343800714707
1.0069999999999992,9.08155064098812
1.0070999999999992,9.069695617426238
1.0071999999999992,9.0578728064175
1.0072999999999992,9.046082078614095
1.0073999999999992,9.034323305359678
1.0074999999999992,9.022596358684748
1.0075999999999992,9.010901111302081
1.0076999999999992,8.999237436602177
1.0077999999999991,8.987605208648768
1.0078999999999991,8.976004302174335
1.0079999999999991,8.964434592575687
1.008099999999999,8.952895955909556
1.008199999999999,8.941388268888234
1.008299999999999,8.92991140887525
1.008399999999999,8.918465253881068
1.008499999999999,8.90704968255883
1.008599999999999,8.89566457420013
1.008699999999999,8.88430980873082
1.008799999999999,8.872985266706847
1.008899999999999,8.86169082931013
1.008999999999999,8.850426378344459
1.009099999999999,8.839191796231436
1.009199999999999,8.827986966006442
1.009299999999999,8.816811771314637
1.009399999999999,8.805666096406988
1.009499999999999,8.794549826136338
1.009599999999999,8.783462845953494
1.009699999999999,8.772405041903353
1.009799999999999,8.761376300621052
1.009899999999999,8.750376509328154
1.009999999999999,8.73940555582886
1.0100999999999989,8.728463328506253
1.0101999999999989,8.717549716318565
1.0102999999999989,8.706664608795483
1.0103999999999989,8.69580789603447
1.0104999999999988,8.68497946869713
1.0105999999999988,8.674179218005582
1.0106999999999988,8.663407035738887
1.0107999999999988,8.652662814229476
1.0108999999999988,8.641946446359622
1.0109999999999988,8.631257825557935
1.0110999999999988,8.62059684579588
1.0111999999999988,8.60996340158433
1.0112999999999988,8.599357387970137
1.0113999999999987,8.588778700532728
1.0114999999999987,8.578227235380739
1.0115999999999987,8.56770288914866
1.0116999999999987,8.557205558993516
1.0117999999999987,8.546735142591569
1.0118999999999987,8.53629153813504
1.0119999999999987,8.52587464432887
1.0120999999999987,8.515484360387484
1.0121999999999987,8.505120586031603
1.0122999999999986,8.494783221485065
1.0123999999999986,8.48447216747167
1.0124999999999986,8.474187325212057
1.0125999999999986,8.463928596420596
1.0126999999999986,8.45369588330231
1.0127999999999986,8.443489088549812
1.0128999999999986,8.433308115340278
1.0129999999999986,8.423152867332428
1.0130999999999986,8.413023248663535
1.0131999999999985,8.402919163946464
1.0132999999999985,8.39284051826672
1.0133999999999985,8.382787217179523
1.0134999999999985,8.372759166706913
1.0135999999999985,8.362756273334865
1.0136999999999985,8.352778444010427
1.0137999999999985,8.342825586138884
1.0138999999999985,8.332897607580945
1.0139999999999985,8.322994416649935
1.0140999999999984,8.313115922109034
1.0141999999999984,8.303262033168508
1.0142999999999984,8.293432659482981
1.0143999999999984,8.28362771114872
1.0144999999999984,8.273847098700932
1.0145999999999984,8.264090733111097
1.0146999999999984,8.254358525784308
1.0147999999999984,8.244650388556636
1.0148999999999984,8.234966233692505
1.0149999999999983,8.225305973882108
1.0150999999999983,8.215669522238812
1.0151999999999983,8.206056792296607
1.0152999999999983,8.19646769800756
1.0153999999999983,8.186902153739288
1.0154999999999983,8.177360074272462
1.0155999999999983,8.16784137479831
1.0156999999999983,8.158345970916152
1.0157999999999983,8.148873778630945
1.0158999999999982,8.139424714350852
1.0159999999999982,8.129998694884826
1.0160999999999982,8.120595637440204
1.0161999999999982,8.111215459620334
1.0162999999999982,8.101858079422207
1.0163999999999982,8.092523415234105
1.0164999999999982,8.083211385833271
1.0165999999999982,8.073921910383602
1.0166999999999982,8.064654908433338
1.0167999999999981,8.055410299912792
1.0168999999999981,8.046188005132077
1.0169999999999981,8.036987944778861
1.0170999999999981,8.02781003991613
1.017199999999998,8.018654211979973
1.017299999999998,8.00952038277738
1.017399999999998,8.000408474484054
1.017499999999998,7.991318409642242
1.017599999999998,7.982250111158576
1.017699999999998,7.973203502301939
1.017799999999998,7.964178506701334
1.017899999999998,7.955175048343775
1.017999999999998,7.946193051572192
1.018099999999998,7.937232441083351
1.018199999999998,7.928293141925788
1.018299999999998,7.919375079497753
1.018399999999998,7.910478179545179
1.018499999999998,7.901602368159654
1.018599999999998,7.892747571776414
1.018699999999998,7.883913717172346
1.018799999999998,7.875100731464011
1.018899999999998,7.866308542105671
1.018999999999998,7.857537076887338
1.019099999999998,7.848786263932836
1.0191999999999979,7.84005603169787
1.0192999999999979,7.831346308968114
1.0193999999999979,7.822657024857313
1.0194999999999979,7.813988108805393
1.0195999999999978,7.805339490576589
1.0196999999999978,7.796711100257581
1.0197999999999978,7.788102868255648
1.0198999999999978,7.779514725296832
1.0199999999999978,7.7709466024241145
1.0200999999999978,7.7623984309956064
1.0201999999999978,7.753870142682748
1.0202999999999978,7.745361669468526
1.0203999999999978,7.736872943645697
1.0204999999999977,7.728403897815027
1.0205999999999977,7.719954464883543
1.0206999999999977,7.711524578062793
1.0207999999999977,7.7031141708671225
1.0208999999999977,7.6947231771119595
