Time,Y,Z
1.008199999999999,2.016365922523776,1.9916328471288791
1.008299999999999,2.0165650806052393,1.9915287575709717
1.008399999999999,2.0167642282752904,1.9914246188950555
1.008499999999999,2.0169633655290187,1.991320431112388
1.008599999999999,2.0171624923615132,1.991216194234242
1.008699999999999,2.0173616087678656,1.9911119082719047
1.008799999999999,2.017560714743168,1.9910075732366788
1.008899999999999,2.0177598102825134,1.9909031891398818
1.008999999999999,2.017958895380996,1.9907987559928464
1.009099999999999,2.018157970033712,1.9906942738069198
1.009199999999999,2.0183570342357577,1.9905897425934642
1.009299999999999,2.018556087982231,1.9904851623638569
1.009399999999999,2.018755131268231,1.9903805331294901
1.009499999999999,2.0189541640888575,1.9902758549017712
1.009599999999999,2.019153186439212,1.9901711276921221
1.009699999999999,2.0193521983143965,1.9900663515119799
1.009799999999999,2.0195511997095146,1.9899615263727966
1.009899999999999,2.0197501906196713,1.9898566522860388
1.009999999999999,2.0199491710399724,1.9897517292631886
1.0100999999999989,2.0201481409655244,1.9896467573157426
1.0101999999999989,2.0203471003914357,1.9895417364552126
1.0102999999999989,2.0205460493128156,1.989436666693125
1.0103999999999989,2.0207449877247745,1.9893315480410212
1.0104999999999988,2.020943915622424,1.9892263805104577
1.0105999999999988,2.021142833000877,1.989121164113006
1.0106999999999988,2.021341739855247,1.989015898860252
1.0107999999999988,2.0215406361806494,1.988910584763797
1.0108999999999988,2.0217395219722003,1.9888052218352568
1.0109999999999988,2.021938397225017,1.9886998100862625
1.0110999999999988,2.0221372619342177,1.98859434952846
1.0111999999999988,2.0223361160949227,1.9884888401735097
1.0112999999999988,2.0225349597022526,1.9883832820330873
1.0113999999999987,2.0227337927513296,1.9882776751188833
1.0114999999999987,2.0229326152372766,1.9881720194426031
1.0115999999999987,2.0231314271552185,1.9880663150159668
1.0116999999999987,2.0233302285002805,1.9879605618507095
1.0117999999999987,2.023529019267589,1.9878547599585812
1.0118999999999987,2.0237277994522724,1.9877489093513467
1.0119999999999987,2.02392656904946,1.987643010040786
1.0120999999999987,2.0241253280542812,1.9875370620386934
1.0121999999999987,2.024324076461868,1.9874310653568785
1.0122999999999986,2.024522814267353,1.9873250200071655
1.0123999999999986,2.02472154146587,1.9872189260013935
1.0124999999999986,2.024920258052554,1.9871127833514166
1.0125999999999986,2.025118964022541,1.9870065920691038
1.0126999999999986,2.0253176593709683,1.9869003521663386
1.0127999999999986,2.0255163440929747,1.9867940636550199
1.0128999999999986,2.0257150181837,1.9866877265470606
1.0129999999999986,2.0259136816382846,1.9865813408543893
1.0130999999999986,2.026112334451871,1.986474906588949
1.0131999999999985,2.0263109766196026,1.9863684237626977
1.0132999999999985,2.026509608136624,1.986261892387608
1.0133999999999985,2.0267082289980807,1.9861553124756677
1.0134999999999985,2.0269068391991194,1.986048684038879
1.0135999999999985,2.0271054387348886,1.9859420070892588
1.0136999999999985,2.0273040276005374,1.9858352816388396
1.0137999999999985,2.0275026057912164,1.9857285076996682
1.0138999999999985,2.0277011733020776,1.9856216852838062
1.0139999999999985,2.0278997301282735,1.98551481440333
1.0140999999999984,2.0280982762649584,1.985407895070331
1.0141999999999984,2.0282968117072877,1.9853009272969153
1.0142999999999984,2.028495336450418,1.9851939110952035
1.0143999999999984,2.0286938504895073,1.9850868464773315
1.0144999999999984,2.0288923538197143,1.9849797334554498
1.0145999999999984,2.029090846436199,1.9848725720417235
1.0146999999999984,2.029289328334123,1.9847653622483328
1.0147999999999984,2.029487799508649,1.9846581040874725
1.0148999999999984,2.029686259954941,1.984550797571352
1.0149999999999983,2.029884709668164,1.9844434427121962
1.0150999999999983,2.030083148643484,1.9843360395222438
1.0151999999999983,2.0302815768760687,1.984228588013749
1.0152999999999983,2.030479994361087,1.9841210881989801
1.0153999999999983,2.030678401093709,1.984013540090221
1.0154999999999983,2.0308767970691055,1.98390594369977
1.0155999999999983,2.031075182282449,1.9837982990399396
1.0156999999999983,2.0312735567289137,1.983690606123058
1.0157999999999983,2.031471920403674,1.9835828649614675
1.0158999999999982,2.031670273301906,1.9834750755675254
1.0159999999999982,2.0318686154187877,1.9833672379536038
1.0160999999999982,2.0320669467494974,1.9832593521320891
1.0161999999999982,2.0322652672892145,1.983151418115383
1.0162999999999982,2.0324635770331207,1.983043435915902
1.0163999999999982,2.032661875976398,1.9829354055460764
1.0164999999999982,2.0328601641142305,1.9828273270183523
1.0165999999999982,2.0330584414418023,1.9827192003451901
1.0166999999999982,2.0332567079543,1.9826110255390648
1.0167999999999981,2.0334549636469106,1.9825028026124663
1.0168999999999981,2.033653208514823,1.982394531577899
1.0169999999999981,2.033851442553227,1.9822862124478824
1.0170999999999981,2.0340496657573133,1.9821778452349503
1.017199999999998,2.0342478781222746,1.9820694299516517
1.017299999999998,2.0344460796433044,1.9819609666105498
1.017399999999998,2.034644270315597,1.9818524552242225
1.017499999999998,2.0348424501343496,1.981743895805263
1.017599999999998,2.0350406190947585,1.9816352883662782
1.017699999999998,2.0352387771920233,1.9815266329198908
1.017799999999998,2.0354369244213433,1.9814179294787375
1.017899999999998,2.0356350607779197,1.9813091780554697
1.017999999999998,2.035833186256955,1.9812003786627537
1.018099999999998,2.0360313008536526,1.9810915313132704
1.018199999999998,2.036229404563218,1.9809826360197156
1.018299999999998,2.036427497380857,1.9808736927947992
1.018399999999998,2.0366255793017776,1.9807647016512462
1.018499999999998,2.036823650321188,1.9806556626017962
1.018599999999998,2.0370217104342987,1.9805465756592033
1.018699999999998,2.0372197596363204,1.9804374408362366
1.018799999999998,2.0374177979224664,1.9803282581456796
1.018899999999998,2.03761582528795,1.9802190276003302
1.018999999999998,2.0378138417279867,1.9801097492130015
1.019099999999998,2.038011847237793,1.980000422996521
1.0191999999999979,2.0382098418125865,1.9798910489637305
1.0192999999999979,2.038407825447586,1.9797816271274868
1.0193999999999979,2.0386057981380126,1.9796721575006615
1.0194999999999979,2.038803759879087,1.9795626400961406
1.0195999999999978,2.039001710666032,1.9794530749268244
1.0196999999999978,2.0391996504940724,1.9793434620056285
1.0197999999999978,2.0393975793584334,1.9792338013454824
1.0198999999999978,2.039595497254342,1.9791240929593308
1.0199999999999978,2.039793404177026,1.9790143368601327
1.0200999999999978,2.0399913001217147,1.9789045330608617
1.0201999999999978,2.040189185083639,1.978794681574506
1.0202999999999978,2.0403870590580304,1.978684782414069
1.0203999999999978,2.0405849220401224,1.9785748355925676
1.0204999999999977,2.0407827740251494,1.9784648411230341
1.0205999999999977,2.0409806150083476,1.9783547990185153
1.0206999999999977,2.0411784449849537,1.978244709292072
1.0207999999999977,2.041376263950206,1.9781345719567804
1.0208999999999977,2.0415740718993454,1.9780243870257308
1.0209999999999977,2.041771868827612,1.9779141545120282
1.0210999999999977,2.041969654730248,1.977803874428792
1.0211999999999977,2.042167429602498,1.9776935467891565
1.0212999999999977,2.0423651934396063,1.9775831716062702
1.0213999999999976,2.0425629462368198,1.9774727488932964
1.0214999999999976,2.0427606879893854,1.9773622786634129
1.0215999999999976,2.0429584186925527,1.977251760929812
1.0216999999999976,2.0431561383415717,1.9771411957057003
1.0217999999999976,2.0433538469316943,1.9770305830042998
1.0218999999999976,2.043551544458173,1.9769199228388459
1.0219999999999976,2.0437492309162626,1.9768092152225893
1.0220999999999976,2.043946906301218,1.9766984601687951
1.0221999999999976,2.044144570608297,1.9765876576907428
1.0222999999999975,2.0443422238327567,1.9764768078017265
1.0223999999999975,2.0445398659698575,1.9763659105150548
1.0224999999999975,2.04473749701486,1.9762549658440507
1.0225999999999975,2.0449351169630265,1.9761439738020519
1.0226999999999975,2.0451327258096206,1.9760329344024106
1.0227999999999975,2.045330323549907,1.9759218476584934
1.0228999999999975,2.045527910179153,1.9758107135836815
1.0229999999999975,2.0457254856926244,1.9756995321913704
1.0230999999999975,2.0459230500855914,1.9755883034949704
1.0231999999999974,2.046120603353324,1.9754770275079059
1.0232999999999974,2.0463181454910933,1.9753657042436161
1.0233999999999974,2.046515676494173,1.9752543337155548
1.0234999999999974,2.046713196357837,1.9751429159371898
1.0235999999999974,2.046910705077361,1.9750314509220037
1.0236999999999974,2.047108202648022,1.9749199386834937
1.0237999999999974,2.0473056890650985,1.974808379235171
1.0238999999999974,2.04750316432387,1.9746967725905615
1.0239999999999974,2.047700628419617,1.974585118763206
1.0240999999999973,2.047898081347623,1.9744734177666592
1.0241999999999973,2.048095523103171,1.9743616696144903
1.0242999999999973,2.048292953681546,1.9742498743202832
1.0243999999999973,2.0484903730780353,1.9741380318976358
1.0244999999999973,2.048687781287926,1.974026142360161
1.0245999999999973,2.0488851783065076,1.9739142057214858
1.0246999999999973,2.049082564129071,1.9738022219952518
1.0247999999999973,2.049279938750907,1.9736901911951148
1.0248999999999973,2.0494773021673103,1.9735781133347452
1.0249999999999972,2.0496746543735744,1.9734659884278278
1.0250999999999972,2.049871995364996,1.9733538164880617
1.0251999999999972,2.0500693251368727,1.9732415975291606
1.0252999999999972,2.0502666436845027,1.9731293315648524
1.0253999999999972,2.050463951003186,1.9730170186088796
1.0254999999999972,2.050661247088225,1.972904658674999
1.0255999999999972,2.0508585319349217,1.9727922517769818
1.0256999999999972,2.051055805538581,1.9726797979286135
1.0257999999999972,2.0512530678945082,1.972567297143694
1.0258999999999971,2.0514503189980102,1.972454749436038
1.0259999999999971,2.0516475588443956,1.9723421548194742
1.0260999999999971,2.0518447874289745,1.9722295133078453
1.0261999999999971,2.0520420047470576,1.9721168249150092
1.026299999999997,2.052239210793958,1.9720040896548374
1.026399999999997,2.0524364055649893,1.9718913075412163
1.026499999999997,2.052633589055467,1.9717784785880466
1.026599999999997,2.0528307612607075,1.971665602809243
1.026699999999997,2.053027922176029,1.9715526802187349
1.026799999999997,2.0532250717967515,1.9714397108304658
1.026899999999997,2.0534222101181956,1.9713266946583936
1.026999999999997,2.0536193371356837,1.9712136317164908
1.027099999999997,2.0538164528445395,1.9711005220187439
1.027199999999997,2.054013557240088,1.9709873655791539
1.027299999999997,2.054210650317656,1.970874162411736
1.027399999999997,2.054407732072571,1.97076091253052
1.027499999999997,2.054604802500162,1.9706476159495498
1.027599999999997,2.054801861595761,1.9705342726828834
1.027699999999997,2.054998909354699,1.9704208827445935
1.027799999999997,2.05519594577231,1.9703074461487669
1.027899999999997,2.055392970843929,1.9701939629095044
1.027999999999997,2.0555899845648926,1.9700804330409218
1.028099999999997,2.055786986930538,1.9699668565571489
1.028199999999997,2.055983977936205,1.9698532334723295
1.0282999999999969,2.056180957577233,1.9697395638006219
1.0283999999999969,2.056377925848965,1.9696258475561987
1.0284999999999969,2.0565748827467445,1.9695120847532468
1.0285999999999969,2.056771828265916,1.9693982754059671
1.0286999999999968,2.056968762401826,1.9692844195285752
1.0287999999999968,2.057165685149822,1.9691705171353007
1.0288999999999968,2.0573625965052535,1.9690565682403873
1.0289999999999968,2.0575594964634707,1.9689425728580934
1.0290999999999968,2.0577563850198257,1.968828531002691
1.0291999999999968,2.0579532621696717,1.9687144426884668
1.0292999999999968,2.058150127908364,1.968600307929722
1.0293999999999968,2.0583469822312583,1.9684861267407716
1.0294999999999968,2.0585438251337127,1.9683718991359447
1.0295999999999967,2.058740656611086,1.968257625129585
1.0296999999999967,2.0589374766587394,1.9681433047360501
1.0297999999999967,2.0591342852720342,1.9680289379697122
1.0298999999999967,2.059331082446334,1.9679145248449574
1.0299999999999967,2.0595278681770037,1.9678000653761862
1.0300999999999967,2.05972464245941,1.967685559577813
1.0301999999999967,2.05992140528892,1.967571007464267
1.0302999999999967,2.060118156660903,1.9674564090499906
1.0303999999999967,2.06031489657073,1.9673417643494415
1.0304999999999966,2.060511625013773,1.9672270733770907
1.0305999999999966,2.0607083419854058,1.9671123361474239
1.0306999999999966,2.060905047481003,1.9669975526749408
1.0307999999999966,2.0611017414959414,1.9668827229741555
1.0308999999999966,2.0612984240255985,1.9667678470595957
1.0309999999999966,2.0614950950653537,1.966652924945804
1.0310999999999966,2.061691754610588,1.9665379566473367
1.0311999999999966,2.0618884026566837,1.9664229421787642
1.0312999999999966,2.062085039199024,1.9663078815546713
1.0313999999999965,2.062281664232995,1.9661927747896566
1.0314999999999965,2.0624782777539825,1.9660776218983333
1.0315999999999965,2.062674879757375,1.9659624228953285
1.0316999999999965,2.0628714702385618,1.9658471777952833
1.0317999999999965,2.063068049192934,1.965731886612853
1.0318999999999965,2.063264616615885,1.9656165493627074
1.0319999999999965,2.0634611725028074,1.9655011660595298
1.0320999999999965,2.063657716849097,1.965385736718018
1.0321999999999965,2.0638542496501513,1.9652702613528839
1.0322999999999964,2.064050770901368,1.9651547399788531
1.0323999999999964,2.0642472805981473,1.965039172610666
1.0324999999999964,2.0644437787358907,1.9649235592630765
1.0325999999999964,2.0646402653100004,1.9648078999508527
1.0326999999999964,2.064836740315881,1.9646921946887772
1.0327999999999964,2.0650332037489387,1.9645764434916462
1.0328999999999964,2.06522965560458,1.96446064637427
1.0329999999999964,2.065426095878214,1.9643448033514732
1.0330999999999964,2.0656225245652506,1.9642289144380942
1.0331999999999963,2.0658189416611017,1.9641129796489858
1.0332999999999963,2.066015347161181,1.9639969989990147
1.0333999999999963,2.066211741060902,1.9638809725030617
1.0334999999999963,2.0664081233556817,1.9637649001760213
1.0335999999999963,2.0666044940409374,1.9636487820328026
1.0336999999999963,2.0668008531120883,1.9635326180883284
1.0337999999999963,2.0669972005645554,1.9634164083575354
1.0338999999999963,2.06719353639376,1.9633001528553746
1.0339999999999963,2.0673898605951266,1.963183851596811
1.0340999999999962,2.06758617316408,1.9630675045968236
1.0341999999999962,2.0677824740960467,1.962951111870405
1.0342999999999962,2.0679787633864546,1.9628346734325626
1.0343999999999962,2.0681750410307336,1.9627181892983172
1.0344999999999962,2.068371307024315,1.9626016594827038
1.0345999999999962,2.068567561362631,1.9624850840007715
1.0346999999999962,2.0687638040411156,1.962368462867583
1.0347999999999962,2.0689600350552046,1.9622517960982153
1.0348999999999962,2.0691562544003355,1.9621350837077594
1.0349999999999961,2.069352462071947,1.9620183257113202
1.0350999999999961,2.0695486580654783,1.9619015221240164
1.0351999999999961,2.069744842376372,1.961784672960981
1.0352999999999961,2.0699410150000705,1.9616677782373606
1.035399999999996,2.0701371759320195,1.961550837968316
1.035499999999996,2.0703333251676646,1.961433852169022
1.035599999999996,2.0705294627024537,1.9613168208546672
1.035699999999996,2.070725588531836,1.961199744040454
1.035799999999996,2.0709217026512623,1.961082621741599
1.035899999999996,2.071117805056185,1.9609654539733328
1.035999999999996,2.0713138957420574,1.9608482407508994
1.036099999999996,2.0715099747043353,1.960730982089557
1.036199999999996,2.0717060419384756,1.9606136780045784
1.036299999999996,2.0719020974399367,1.960496328511249
1.036399999999996,2.0720981412041786,1.9603789336248694
1.036499999999996,2.072294173226662,1.9602614933607532
1.036599999999996,2.0724901935028512,1.960144007734228
1.036699999999996,2.0726862020282097,1.960026476760636
1.036799999999996,2.072882198798204,1.9599089004553323
1.036899999999996,2.0730781838083012,1.9597912788336866
1.036999999999996,2.0732741570539712,1.9596736119110822
1.037099999999996,2.0734701185306843,1.959555899702916
1.037199999999996,2.0736660682339125,1.9594381422245994
1.037299999999996,2.0738620061591297,1.9593203394915573
1.0373999999999959,2.074057932301811,1.9592024915192283
1.0374999999999959,2.074253846657434,1.9590845983230651
1.0375999999999959,2.0744497492214764,1.958966659918534
1.0376999999999958,2.074645639989418,1.9588486763211155
1.0377999999999958,2.074841518956741,1.9587306475463038
1.0378999999999958,2.0750373861189275,1.9586125736096065
1.0379999999999958,2.075233241471463,1.9584944545265457
1.0380999999999958,2.0754290850098336,1.958376290312657
1.0381999999999958,2.0756249167295264,1.9582580809834895
1.0382999999999958,2.075820736626031,1.9581398265546068
1.0383999999999958,2.076016544694838,1.9580215270415857
1.0384999999999958,2.07621234093144,1.9579031824600173
1.0385999999999957,2.0764081253313305,1.9577847928255059
1.0386999999999957,2.0766038978900054,1.95766635815367
1.0387999999999957,2.076799658602962,1.9575478784601417
1.0388999999999957,2.0769954074656978,1.9574293537605671
1.0389999999999957,2.077191144473714,1.9573107840706059
1.0390999999999957,2.077386869622512,1.9571921694059315
1.0391999999999957,2.0775825829075956,1.9570735097822314
1.0392999999999957,2.077778284324469,1.9569548052152064
1.0393999999999957,2.077973973868639,1.9568360557205713
1.0394999999999956,2.078169651535614,1.9567172613140547
1.0395999999999956,2.0783653173209027,1.9565984220113986
1.0396999999999956,2.078560971220017,1.9564795378283593
1.0397999999999956,2.0787566132284687,1.9563606087807062
1.0398999999999956,2.078952243341773,1.9562416348842229
1.0399999999999956,2.079147861555446,1.9561226161547067
1.0400999999999956,2.0793434678650047,1.9560035526079684
1.0401999999999956,2.079539062265968,1.9558844442598324
1.0402999999999956,2.0797346447538567,1.9557652911261372
1.0403999999999956,2.0799302153241936,1.9556460932227346
1.0404999999999955,2.080125773972502,1.9555268505654904
1.0405999999999955,2.080321320694307,1.9554075631702839
1.0406999999999955,2.0805168554851363,1.955288231053008
1.0407999999999955,2.080712378340518,1.9551688542295695
1.0408999999999955,2.0809078892559825,1.9550494327158892
1.0409999999999955,2.0811033882270613,1.9549299665279005
1.0410999999999955,2.0812988752492885,1.9548104556815515
1.0411999999999955,2.081494350318198,1.9546909001928034
1.0412999999999955,2.0816898134293274,1.9545713000776315
1.0413999999999954,2.081885264578214,1.9544516553520241
1.0414999999999954,2.0820807037603983,1.9543319660319838
1.0415999999999954,2.082276130971421,1.9542122321335262
1.0416999999999954,2.0824715462068255,1.9540924536726811
1.0417999999999954,2.082666949462156,1.9539726306654916
1.0418999999999954,2.082862340732959,1.9538527631280145
1.0419999999999954,2.083057720014782,1.95373285107632
1.0420999999999954,2.083253087303175,1.9536128945264926
1.0421999999999954,2.083448442593688,1.9534928934946296
1.0422999999999953,2.083643785881874,1.9533728479968422
1.0423999999999953,2.0838391171632877,1.9532527580492554
1.0424999999999953,2.0840344364334844,1.9531326236680073
1.0425999999999953,2.084229743688022,1.95301244486925
1.0426999999999953,2.084425038922459,1.952892221669149
1.0427999999999953,2.0846203221323565,1.9527719540838835
1.0428999999999953,2.0848155933132766,1.952651642129646
1.0429999999999953,2.085010852460783,1.9525312858226427
1.0430999999999953,2.0852060995704416,1.9524108851790933
1.0431999999999952,2.0854013346378193,1.9522904402152315
1.0432999999999952,2.085596557658485,1.9521699509473038
1.0433999999999952,2.085791768628009,1.9520494173915708
1.0434999999999952,2.085986967541964,1.9519288395643062
1.0435999999999952,2.0861821543959227,1.9518082174817974
1.0436999999999952,2.086377329185461,1.9516875511603455
1.0437999999999952,2.0865724919061552,1.951566840616265
1.0438999999999952,2.0867676425535846,1.9514460858658838
1.0439999999999952,2.086962781123329,1.9513252869255433
1.0440999999999951,2.0871579076109703,1.9512044438115985
1.0441999999999951,2.087353022012092,1.9510835565404179
1.0442999999999951,2.087548124322279,1.9509626251283834
1.044399999999995,2.0877432145371184,1.9508416495918903
1.044499999999995,2.087938292652198,1.9507206299473476
1.044599999999995,2.088133358663108,1.9505995662111777
1.044699999999995,2.0883284125654407,1.9504784583998163
1.044799999999995,2.088523454354789,1.9503573065297126
1.044899999999995,2.088718484026747,1.9502361106173294
1.044999999999995,2.0889135015769127,1.950114870679143
1.045099999999995,2.0891085070008835,1.9499935867316427
1.045199999999995,2.0893035002942595,1.9498722587913317
1.045299999999995,2.089498481452642,1.9497508868747264
1.045399999999995,2.0896934504716347,1.9496294709983566
1.045499999999995,2.0898884073468422,1.9495080111787657
1.045599999999995,2.090083352073871,1.9493865074325103
1.045699999999995,2.090278284648329,1.9492649597761604
1.045799999999995,2.0904732050658263,1.9491433682262997
1.045899999999995,2.0906681133219744,1.949021732799525
1.045999999999995,2.0908630094123866,1.9489000535124466
1.046099999999995,2.0910578933326773,1.948778330381688
1.046199999999995,2.091252765078463,1.9486565634238862
1.046299999999995,2.0914476246453626,1.9485347526556918
1.046399999999995,2.091642472028995,1.9484128980937685
1.0464999999999949,2.091837307224982,1.9482909997547933
1.0465999999999949,2.0920321302289464,1.9481690576554567
1.0466999999999949,2.0922269410365133,1.9480470718124625
1.0467999999999948,2.092421739643309,1.9479250422425278
1.0468999999999948,2.0926165260449623,1.9478029689623833
1.0469999999999948,2.092811300237102,1.9476808519887725
1.0470999999999948,2.0930060622153603,1.9475586913384526
1.0471999999999948,2.09320081197537,1.947436487028194
1.0472999999999948,2.093395549512766,1.9473142390747804
1.0473999999999948,2.0935902748231854,1.947191947495009
1.0474999999999948,2.0937849879022656,1.94706961230569
1.0475999999999948,2.0939796887456468,1.9469472335236473
1.0476999999999947,2.0941743773489705,1.9468248111657176
1.0477999999999947,2.0943690537078803,1.946702345248751
1.0478999999999947,2.094563717818021,1.9465798357896111
1.0479999999999947,2.0947583696750387,1.9464572828051747
1.0480999999999947,2.0949530092745823,1.9463346863123316
1.0481999999999947,2.0951476366123014,1.9462120463279853
1.0482999999999947,2.095342251683848,1.946089362869052
1.0483999999999947,2.0955368544848754,1.9459666359524619
1.0484999999999947,2.095731445011039,1.9458438655951575
1.0485999999999946,2.095926023257995,1.9457210518140953
1.0486999999999946,2.0961205892214023,1.9455981946262446
1.0487999999999946,2.0963151428969207,1.9454752940485882
1.0488999999999946,2.0965096842802122,1.945352350098122
1.0489999999999946,2.0967042133669405,1.9452293627918549
1.0490999999999946,2.096898730152771,1.9451063321468094
1.0491999999999946,2.0970932346333706,1.9449832581800208
1.0492999999999946,2.0972877268044074,1.9448601409085378
1.0493999999999946,2.0974822066615526,1.9447369803494223
1.0494999999999945,2.097676674200478,1.9446137765197493
1.0495999999999945,2.0978711294168573,1.944490529436607
1.0496999999999945,2.098065572306366,1.9443672391170967
1.0497999999999945,2.098260002864681,1.9442439055783332
1.0498999999999945,2.098454421087482,1.9441205288374437
1.0499999999999945,2.0986488269704493,1.9439971089115693
1.0500999999999945,2.098843220509265,1.943873645817864
1.0501999999999945,2.0990376016996133,1.9437501395734949
1.0502999999999945,2.09923197053718,1.9436265901956422
1.0503999999999944,2.0994263270176527,1.9435029977014993
1.0504999999999944,2.0996206711367207,1.9433793621082724
1.0505999999999944,2.099815002890075,1.9432556834331813
1.0506999999999944,2.100009322273408,1.9431319616934586
1.0507999999999944,2.100203629282414,1.94300819690635
1.0508999999999944,2.10039792391279,1.9428843890891145
1.0509999999999944,2.1005922061602327,1.942760538259024
1.0510999999999944,2.100786476020442,1.9426366444333636
1.0511999999999944,2.1009807334891195,1.9425127076294313
1.0512999999999944,2.101174978561968,1.9423887278645382
1.0513999999999943,2.101369211234693,1.9422647051560085
1.0514999999999943,2.101563431503,1.9421406395211795
1.0515999999999943,2.1017576393625976,1.9420165309774018
1.0516999999999943,2.1019518348091957,1.9418923795420384
1.0517999999999943,2.102146017838506,1.941768185232466
1.0518999999999943,2.1023401884462425,1.9416439480660737
1.0519999999999943,2.10253434662812,1.941519668060264
1.0520999999999943,2.102728492379855,1.9413953452324526
1.0521999999999943,2.102922625697167,1.9412709796000678
1.0522999999999942,2.103116746575776,1.9411465711805511
1.0523999999999942,2.1033108550114035,1.941022119991357
1.0524999999999942,2.1035049509997745,1.940897626049953
1.0525999999999942,2.103699034536614,1.9407730893738195
1.0526999999999942,2.10389310561765,1.9406485099804498
1.0527999999999942,2.104087164238611,1.9405238878873505
1.0528999999999942,2.104281210395228,1.9403992231120408
1.0529999999999942,2.104475244083234,1.9402745156720531
1.0530999999999942,2.104669265298363,1.9401497655849327
1.0531999999999941,2.1048632740363518,1.9400249728682377
1.0532999999999941,2.1050572702929373,1.9399001375395393
1.0533999999999941,2.10525125406386,1.9397752596164215
1.053499999999994,2.105445225344861,1.9396503391164814
